beta,iteration,monthly_incidence_m1,monthly_cumulative_m1,monthly_incidence_m2,monthly_cumulative_m2,monthly_incidence_m3,monthly_cumulative_m3,monthly_incidence_m4,monthly_cumulative_m4,monthly_incidence_m5,monthly_cumulative_m5,monthly_incidence_m6,monthly_cumulative_m6,monthly_incidence_m7,monthly_cumulative_m7,monthly_incidence_m8,monthly_cumulative_m8,monthly_incidence_m9,monthly_cumulative_m9,monthly_incidence_m10,monthly_cumulative_m10,monthly_incidence_m11,monthly_cumulative_m11,monthly_incidence_m12,monthly_cumulative_m12,monthly_incidence_m13,monthly_cumulative_m13,monthly_incidence_m14,monthly_cumulative_m14,monthly_incidence_m15,monthly_cumulative_m15,monthly_incidence_m16,monthly_cumulative_m16,monthly_incidence_m17,monthly_cumulative_m17,monthly_incidence_m18,monthly_cumulative_m18,monthly_incidence_m19,monthly_cumulative_m19
0.03797,22,5.0,5.0,4.0,9.0,3.0,12.0,2.0,14.0,3.0,17.0,1.0,18.0,2.0,20.0,2.0,22.0,2.0,24.0,3.0,27.0,3.0,30.0,3.0,33.0,6.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0
0.03797,23,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03797,24,10.0,10.0,5.0,15.0,0.0,15.0,8.0,23.0,5.0,28.0,8.0,36.0,6.0,42.0,9.0,51.0,4.0,55.0,4.0,59.0,11.0,70.0,7.0,77.0,11.0,88.0,4.0,92.0,1.0,93.0,4.0,97.0,7.0,104.0,10.0,114.0,9.0,123.0
0.03797,25,7.0,7.0,4.0,11.0,1.0,12.0,3.0,15.0,3.0,18.0,6.0,24.0,1.0,25.0,2.0,27.0,2.0,29.0,3.0,32.0,3.0,35.0,2.0,37.0,7.0,44.0,2.0,46.0,3.0,49.0,2.0,51.0,2.0,53.0,1.0,54.0,2.0,56.0
0.03797,26,4.0,4.0,3.0,7.0,1.0,8.0,2.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03797,27,3.0,3.0,0.0,3.0,0.0,3.0,2.0,5.0,0.0,5.0,1.0,6.0,2.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03797,28,8.0,8.0,5.0,13.0,4.0,17.0,4.0,21.0,2.0,23.0,3.0,26.0,6.0,32.0,3.0,35.0,2.0,37.0,3.0,40.0,0.0,40.0,3.0,43.0,3.0,46.0,2.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0
0.03797,29,11.0,11.0,3.0,14.0,2.0,16.0,0.0,16.0,1.0,17.0,1.0,18.0,2.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03797,30,6.0,6.0,2.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,2.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,1.0,13.0,3.0,16.0,3.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03797,31,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.03797,32,8.0,8.0,7.0,15.0,3.0,18.0,2.0,20.0,3.0,23.0,1.0,24.0,5.0,29.0,4.0,33.0,0.0,33.0,3.0,36.0,1.0,37.0,2.0,39.0,1.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0
0.03797,33,11.0,11.0,4.0,15.0,1.0,16.0,5.0,21.0,1.0,22.0,4.0,26.0,2.0,28.0,2.0,30.0,0.0,30.0,1.0,31.0,3.0,34.0,0.0,34.0,1.0,35.0,1.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0
0.03797,34,8.0,8.0,2.0,10.0,0.0,10.0,4.0,14.0,5.0,19.0,4.0,23.0,5.0,28.0,1.0,29.0,2.0,31.0,4.0,35.0,5.0,40.0,2.0,42.0,7.0,49.0,2.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0
0.03797,35,3.0,3.0,6.0,9.0,1.0,10.0,6.0,16.0,5.0,21.0,7.0,28.0,6.0,34.0,3.0,37.0,0.0,37.0,0.0,37.0,2.0,39.0,2.0,41.0,4.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0
0.03797,36,11.0,11.0,4.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,4.0,21.0,3.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0
0.03797,37,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03797,38,7.0,7.0,4.0,11.0,3.0,14.0,1.0,15.0,3.0,18.0,5.0,23.0,3.0,26.0,2.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03797,39,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03797,40,5.0,5.0,1.0,6.0,0.0,6.0,3.0,9.0,2.0,11.0,1.0,12.0,4.0,16.0,2.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03797,41,5.0,5.0,3.0,8.0,0.0,8.0,0.0,8.0,5.0,13.0,0.0,13.0,5.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03797,42,7.0,7.0,3.0,10.0,2.0,12.0,3.0,15.0,2.0,17.0,3.0,20.0,9.0,29.0,5.0,34.0,2.0,36.0,2.0,38.0,1.0,39.0,2.0,41.0,5.0,46.0,2.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0
0.03797,43,5.0,5.0,4.0,9.0,1.0,10.0,1.0,11.0,2.0,13.0,2.0,15.0,2.0,17.0,2.0,19.0,3.0,22.0,1.0,23.0,4.0,27.0,1.0,28.0,3.0,31.0,2.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0
0.03797,44,10.0,10.0,1.0,11.0,1.0,12.0,3.0,15.0,0.0,15.0,1.0,16.0,5.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.03797,45,8.0,8.0,6.0,14.0,3.0,17.0,5.0,22.0,3.0,25.0,4.0,29.0,8.0,37.0,2.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0
0.03797,46,6.0,6.0,1.0,7.0,2.0,9.0,7.0,16.0,4.0,20.0,3.0,23.0,3.0,26.0,4.0,30.0,0.0,30.0,0.0,30.0,2.0,32.0,4.0,36.0,1.0,37.0,2.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0
0.03797,47,8.0,8.0,3.0,11.0,2.0,13.0,3.0,16.0,4.0,20.0,1.0,21.0,1.0,22.0,2.0,24.0,0.0,24.0,2.0,26.0,0.0,26.0,0.0,26.0,2.0,28.0,1.0,29.0,2.0,31.0,1.0,32.0,3.0,35.0,2.0,37.0,2.0,39.0
0.03797,48,7.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03797,49,8.0,8.0,4.0,12.0,3.0,15.0,1.0,16.0,4.0,20.0,7.0,27.0,3.0,30.0,1.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0
0.03798,0,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03798,1,9.0,9.0,4.0,13.0,1.0,14.0,2.0,16.0,3.0,19.0,2.0,21.0,3.0,24.0,3.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03798,2,9.0,9.0,6.0,15.0,0.0,15.0,3.0,18.0,2.0,20.0,2.0,22.0,5.0,27.0,2.0,29.0,2.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0
0.03798,3,7.0,7.0,1.0,8.0,3.0,11.0,1.0,12.0,0.0,12.0,2.0,14.0,2.0,16.0,0.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03798,4,7.0,7.0,5.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03798,5,3.0,3.0,3.0,6.0,1.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,1.0,9.0,1.0,10.0,3.0,13.0,1.0,14.0,3.0,17.0,0.0,17.0,2.0,19.0,3.0,22.0,1.0,23.0,3.0,26.0,1.0,27.0,3.0,30.0,1.0,31.0
0.03798,6,6.0,6.0,3.0,9.0,6.0,15.0,9.0,24.0,9.0,33.0,7.0,40.0,11.0,51.0,2.0,53.0,2.0,55.0,1.0,56.0,3.0,59.0,3.0,62.0,5.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0
0.03798,7,4.0,4.0,5.0,9.0,3.0,12.0,4.0,16.0,4.0,20.0,8.0,28.0,8.0,36.0,5.0,41.0,2.0,43.0,1.0,44.0,0.0,44.0,1.0,45.0,2.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0
0.03798,8,7.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03798,9,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03798,10,7.0,7.0,6.0,13.0,1.0,14.0,2.0,16.0,2.0,18.0,2.0,20.0,1.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.03798,11,6.0,6.0,3.0,9.0,2.0,11.0,0.0,11.0,3.0,14.0,0.0,14.0,4.0,18.0,2.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03798,12,7.0,7.0,5.0,12.0,3.0,15.0,4.0,19.0,9.0,28.0,6.0,34.0,7.0,41.0,1.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0
0.03798,13,5.0,5.0,3.0,8.0,0.0,8.0,1.0,9.0,1.0,10.0,5.0,15.0,2.0,17.0,2.0,19.0,0.0,19.0,1.0,20.0,0.0,20.0,1.0,21.0,0.0,21.0,1.0,22.0,1.0,23.0,1.0,24.0,2.0,26.0,2.0,28.0,5.0,33.0
0.03798,14,10.0,10.0,3.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03798,15,6.0,6.0,5.0,11.0,1.0,12.0,1.0,13.0,0.0,13.0,1.0,14.0,3.0,17.0,1.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03798,16,11.0,11.0,1.0,12.0,3.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,1.0,18.0,1.0,19.0,0.0,19.0,2.0,21.0,1.0,22.0,1.0,23.0,4.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03798,17,8.0,8.0,3.0,11.0,3.0,14.0,4.0,18.0,1.0,19.0,3.0,22.0,2.0,24.0,1.0,25.0,0.0,25.0,3.0,28.0,2.0,30.0,3.0,33.0,4.0,37.0,0.0,37.0,1.0,38.0,1.0,39.0,1.0,40.0,1.0,41.0,1.0,42.0
0.03798,18,7.0,7.0,1.0,8.0,1.0,9.0,3.0,12.0,1.0,13.0,6.0,19.0,3.0,22.0,3.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.03798,19,8.0,8.0,5.0,13.0,1.0,14.0,2.0,16.0,4.0,20.0,3.0,23.0,3.0,26.0,1.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03798,20,9.0,9.0,2.0,11.0,0.0,11.0,3.0,14.0,1.0,15.0,1.0,16.0,2.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,2.0,20.0,0.0,20.0,2.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,1.0,23.0,1.0,24.0,0.0,24.0
0.03798,21,8.0,8.0,2.0,10.0,1.0,11.0,0.0,11.0,3.0,14.0,2.0,16.0,2.0,18.0,2.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03798,22,6.0,6.0,3.0,9.0,2.0,11.0,5.0,16.0,2.0,18.0,6.0,24.0,4.0,28.0,5.0,33.0,1.0,34.0,2.0,36.0,0.0,36.0,3.0,39.0,1.0,40.0,1.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0
0.03798,23,7.0,7.0,0.0,7.0,1.0,8.0,2.0,10.0,3.0,13.0,3.0,16.0,3.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03798,24,9.0,9.0,9.0,18.0,7.0,25.0,9.0,34.0,14.0,48.0,12.0,60.0,14.0,74.0,7.0,81.0,5.0,86.0,5.0,91.0,7.0,98.0,10.0,108.0,8.0,116.0,4.0,120.0,0.0,120.0,2.0,122.0,0.0,122.0,2.0,124.0,1.0,125.0
0.03798,25,7.0,7.0,5.0,12.0,3.0,15.0,2.0,17.0,2.0,19.0,4.0,23.0,3.0,26.0,5.0,31.0,1.0,32.0,4.0,36.0,5.0,41.0,4.0,45.0,3.0,48.0,2.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0
0.03798,26,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03798,27,8.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03798,28,4.0,4.0,4.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03798,29,5.0,5.0,5.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,0.0,12.0
0.03798,30,8.0,8.0,4.0,12.0,1.0,13.0,0.0,13.0,1.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03798,31,6.0,6.0,3.0,9.0,0.0,9.0,4.0,13.0,1.0,14.0,1.0,15.0,2.0,17.0,2.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03798,32,8.0,8.0,4.0,12.0,2.0,14.0,0.0,14.0,2.0,16.0,1.0,17.0,4.0,21.0,2.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.03798,33,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03798,34,13.0,13.0,2.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03798,35,11.0,11.0,2.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03798,36,11.0,11.0,2.0,13.0,0.0,13.0,2.0,15.0,0.0,15.0,4.0,19.0,3.0,22.0,1.0,23.0,0.0,23.0,1.0,24.0,1.0,25.0,0.0,25.0,1.0,26.0,3.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03798,37,11.0,11.0,5.0,16.0,7.0,23.0,7.0,30.0,7.0,37.0,11.0,48.0,17.0,65.0,4.0,69.0,1.0,70.0,2.0,72.0,5.0,77.0,6.0,83.0,4.0,87.0,1.0,88.0,0.0,88.0,3.0,91.0,0.0,91.0,1.0,92.0,0.0,92.0
0.03798,38,4.0,4.0,5.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03798,39,5.0,5.0,3.0,8.0,1.0,9.0,2.0,11.0,1.0,12.0,4.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03798,40,10.0,10.0,3.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03798,41,6.0,6.0,2.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03798,42,3.0,3.0,4.0,7.0,1.0,8.0,3.0,11.0,2.0,13.0,3.0,16.0,2.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03798,43,7.0,7.0,4.0,11.0,1.0,12.0,0.0,12.0,0.0,12.0,1.0,13.0,2.0,15.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.03798,44,8.0,8.0,6.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,2.0,17.0,5.0,22.0,2.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0
0.03798,45,6.0,6.0,4.0,10.0,3.0,13.0,1.0,14.0,2.0,16.0,1.0,17.0,5.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.03798,46,5.0,5.0,1.0,6.0,3.0,9.0,2.0,11.0,5.0,16.0,7.0,23.0,9.0,32.0,3.0,35.0,1.0,36.0,2.0,38.0,3.0,41.0,1.0,42.0,5.0,47.0,3.0,50.0,0.0,50.0,1.0,51.0,1.0,52.0,1.0,53.0,1.0,54.0
0.03798,47,7.0,7.0,1.0,8.0,4.0,12.0,2.0,14.0,3.0,17.0,4.0,21.0,6.0,27.0,5.0,32.0,2.0,34.0,1.0,35.0,1.0,36.0,5.0,41.0,5.0,46.0,3.0,49.0,1.0,50.0,3.0,53.0,1.0,54.0,2.0,56.0,1.0,57.0
0.03798,48,8.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03798,49,3.0,3.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.038,0,5.0,5.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
0.038,1,5.0,5.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.038,2,4.0,4.0,1.0,5.0,1.0,6.0,3.0,9.0,1.0,10.0,4.0,14.0,3.0,17.0,2.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.038,3,6.0,6.0,5.0,11.0,4.0,15.0,3.0,18.0,2.0,20.0,3.0,23.0,9.0,32.0,0.0,32.0,3.0,35.0,0.0,35.0,0.0,35.0,1.0,36.0,2.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0
0.038,4,4.0,4.0,2.0,6.0,1.0,7.0,1.0,8.0,1.0,9.0,1.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.038,5,3.0,3.0,4.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.038,6,5.0,5.0,3.0,8.0,1.0,9.0,0.0,9.0,2.0,11.0,1.0,12.0,5.0,17.0,3.0,20.0,1.0,21.0,1.0,22.0,0.0,22.0,3.0,25.0,2.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
